"ENSEMBL","efflen"
"ENSG00000180448",6237
"ENSG00000186723",4454
"ENSG00000127515",1847
"ENSG00000160113",2655
"ENSG00000105619",1215
"ENSG00000181781",1718
"ENSG00000130202",3742
"ENSG00000267282",426
"ENSG00000130204",3610
"ENSG00000130203",2154
"ENSG00000280087",5594
"ENSG00000130208",1178
"ENSG00000267467",742
"ENSG00000224916",1829
"ENSG00000234906",1263
"ENSG00000267114",361
"ENSG00000104853",5095
"ENSG00000213293",412
"ENSG00000234750",849
"ENSG00000188868",2847
"ENSG00000198342",6596
"ENSG00000231361",123
"ENSG00000268744",2593
"ENSG00000248406",1829
"ENSG00000196466",5055
"ENSG00000268870",617
"ENSG00000180855",2663
"ENSG00000269755",588
"ENSG00000234848",695
"ENSG00000242852",5695
"ENSG00000196826",4505
"ENSG00000236483",841
"ENSG00000232579",226
"ENSG00000230321",428
"ENSG00000234003",621
"ENSG00000235686",135
"ENSG00000267212",388
"ENSG00000105607",4002
"ENSG00000161860",1475
"ENSG00000252979",99
"ENSG00000237589",256
"ENSG00000229000",775
"ENSG00000238150",284
"ENSG00000269877",446
"ENSG00000199031",67
"ENSG00000284568",66
"ENSG00000199095",67
"ENSG00000199143",69
"ENSG00000228323",439
"ENSG00000179820",4298
"ENSG00000232220",423
"ENSG00000126583",3964
"ENSG00000105605",2866
"ENSG00000142408",8850
"ENSG00000284583",91
"ENSG00000130433",2501
"ENSG00000276206",93
"ENSG00000189068",1405
"ENSG00000105643",4637
"ENSG00000105325",6477
"ENSG00000252408",73
"ENSG00000267436",565
"ENSG00000267231",369
"ENSG00000279590",682
"ENSG00000266959",154
"ENSG00000064961",3857
"ENSG00000179855",4423
"ENSG00000007080",1661
"ENSG00000183397",675
"ENSG00000268938",352
"ENSG00000105701",2819
"ENSG00000269191",440
"ENSG00000105700",4112
"ENSG00000268030",2001
"ENSG00000268983",432
"ENSG00000221983",4306
"ENSG00000006016",2967
"ENSG00000006015",3371
"ENSG00000105696",2626
"ENSG00000263490",263
"ENSG00000198429",3362
"ENSG00000196757",3319
"ENSG00000267179",2219
"ENSG00000267274",468
"ENSG00000197054",3081
"ENSG00000219665",5890
"ENSG00000286098",3215
"ENSG00000252060",108
"ENSG00000257355",542
"ENSG00000212497",109
"ENSG00000252546",108
"ENSG00000286132",5250
"ENSG00000199444",102
"ENSG00000132010",4096
"ENSG00000237273",492
"ENSG00000212576",118
"ENSG00000213297",3639
"ENSG00000242615",1517
"ENSG00000257591",2209
"ENSG00000242675",427
"ENSG00000104892",3654
"ENSG00000104881",5028
"ENSG00000117877",3197
"ENSG00000104884",6937
"ENSG00000283236",2995
"ENSG00000268095",579
"ENSG00000198093",4354
"ENSG00000283285",1834
"ENSG00000176024",3853
"ENSG00000256683",4542
"ENSG00000170929",2588
"ENSG00000161807",936
"ENSG00000275787",333
"ENSG00000170920",939
"ENSG00000130803",5048
"ENSG00000188000",3461
"ENSG00000267418",334
"ENSG00000267775",885
"ENSG00000174667",4986
"ENSG00000079432",11031
"ENSG00000166289",2298
"ENSG00000185385",3757
"ENSG00000269678",277
"ENSG00000104936",8322
"ENSG00000269419",118
"ENSG00000269799",221
"ENSG00000127511",8779
"ENSG00000268743",371
"ENSG00000127533",3334
"ENSG00000160111",10195
"ENSG00000264250",262
"ENSG00000263595",295
"ENSG00000268985",405
"ENSG00000131351",5533
"ENSG00000268289",280
"ENSG00000269066",610
"ENSG00000267778",844
"ENSG00000099624",2249
"ENSG00000288704",1105
"ENSG00000105711",8200
"ENSG00000187902",6536
"ENSG00000277531",4240
"ENSG00000089356",3390
"ENSG00000132000",4168
"ENSG00000283567",1337
"ENSG00000129946",4162
"ENSG00000284491",1769
"ENSG00000181588",3114
"ENSG00000223802",3767
"ENSG00000213030",887
"ENSG00000205076",823
"ENSG00000170954",3780
"ENSG00000104848",4151
"ENSG00000171903",3725
"ENSG00000178201",2351
"ENSG00000142235",6125
"ENSG00000104827",877
"ENSG00000105556",3810
"ENSG00000174652",5431
"ENSG00000172687",9622
"ENSG00000105143",7647
"ENSG00000099331",9952
"ENSG00000131848",8039
"ENSG00000153885",6388
"ENSG00000171291",5207
"ENSG00000105576",7022
"ENSG00000167491",7416
"ENSG00000160336",5626
"ENSG00000188283",8419
"ENSG00000204519",4703
"ENSG00000269026",833
"ENSG00000179909",6907
"ENSG00000083814",3532
"ENSG00000152443",5454
"ENSG00000197782",7977
"ENSG00000283695",61
"ENSG00000269646",486
"ENSG00000221874",1252
"ENSG00000213801",2341
"ENSG00000180257",3310
"ENSG00000197937",9133
"ENSG00000197497",7601
"ENSG00000268842",359
"ENSG00000267809",907
"ENSG00000197928",9348
"ENSG00000269288",337
"ENSG00000196131",1460
"ENSG00000269758",507
"ENSG00000163098",1826
"ENSG00000170949",8509
"ENSG00000178386",3310
"ENSG00000186026",4336
"ENSG00000253021",91
"ENSG00000267680",7082
"ENSG00000256294",7191
"ENSG00000263002",5217
"ENSG00000287035",800
"ENSG00000167380",6922
"ENSG00000131115",5069
"ENSG00000279103",1897
"ENSG00000159915",4051
"ENSG00000213022",1443
"ENSG00000129451",3798
"ENSG00000268739",240
"ENSG00000167757",3113
"ENSG00000186474",1769
"ENSG00000268906",485
"ENSG00000268390",443
"ENSG00000167759",2587
"ENSG00000129437",1190
"ENSG00000142544",2126
"ENSG00000268581",909
"ENSG00000129450",2541
"ENSG00000267990",421
"ENSG00000168995",2043
"ENSG00000267895",371
"ENSG00000269681",337
"ENSG00000268336",1311
"ENSG00000268652",872
"ENSG00000269253",1010
"ENSG00000105383",5975
"ENSG00000268595",547
"ENSG00000268318",1109
"ENSG00000269021",974
"ENSG00000142549",3347
"ENSG00000186806",3786
"ENSG00000267905",438
"ENSG00000267984",219
"ENSG00000105379",6496
"ENSG00000269403",551
"ENSG00000268520",473
"ENSG00000160318",1156
"ENSG00000105374",921
"ENSG00000105370",1002
"ENSG00000262874",1464
"ENSG00000268144",845
"ENSG00000142512",3668
"ENSG00000254760",492
"ENSG00000255441",1005
"ENSG00000268711",322
"ENSG00000179213",2351
"ENSG00000213013",382
"ENSG00000248385",1277
"ENSG00000204577",3736
"ENSG00000240197",170
"ENSG00000276758",59
"ENSG00000251431",356
"ENSG00000234436",404
"ENSG00000187116",1787
"ENSG00000275210",1734
"ENSG00000249654",1009
"ENSG00000250507",1067
"ENSG00000239961",2183
"ENSG00000167613",8071
"ENSG00000237955",472
"ENSG00000167614",7072
"ENSG00000227407",529
"ENSG00000268496",483
"ENSG00000269873",337
"ENSG00000267838",880
"ENSG00000235681",218
"ENSG00000275183",2047
"ENSG00000167617",935
"ENSG00000268866",964
"ENSG00000268201",550
"ENSG00000278129",9110
"ENSG00000198131",7216
"ENSG00000267599",293
"ENSG00000267407",736
"ENSG00000261400",5676
"ENSG00000267465",3363
"ENSG00000267815",457
"ENSG00000131398",6794
"ENSG00000131408",5341
"ENSG00000269392",304
"ENSG00000142539",1265
"ENSG00000269404",4282
"ENSG00000086967",3719
"ENSG00000142530",1661
"ENSG00000161671",10749
"ENSG00000268854",375
"ENSG00000268518",626
"ENSG00000152467",2396
"ENSG00000268660",2178
"ENSG00000270837",301
"ENSG00000176293",6418
"ENSG00000243642",319
"ENSG00000121413",8175
"ENSG00000181894",4315
"ENSG00000268293",342
"ENSG00000286632",1154
"ENSG00000269236",980
"ENSG00000177191",1874
"ENSG00000130255",2271
"ENSG00000174917",1474
"ENSG00000167733",2991
"ENSG00000196365",5032
"ENSG00000174898",2781
"ENSG00000212123",1787
"ENSG00000267157",581
"ENSG00000141994",3629
"ENSG00000171119",1528
"ENSG00000267740",2193
"ENSG00000174886",4839
"ENSG00000266941",356
"ENSG00000267314",580
"ENSG00000187650",2240
"ENSG00000267571",589
"ENSG00000167654",5304
"ENSG00000266627",262
"ENSG00000167657",3549
"ENSG00000283928",99
"ENSG00000167658",4021
"ENSG00000206775",66
"ENSG00000105229",3556
"ENSG00000178951",6740
"ENSG00000268670",684
"ENSG00000126934",7767
"ENSG00000278007",241
"ENSG00000060566",2648
"ENSG00000077463",2749
"ENSG00000267736",634
"ENSG00000167470",4513
"ENSG00000099622",6368
"ENSG00000267493",1356
"ENSG00000228300",2096
"ENSG00000105610",1613
"ENSG00000008441",6486
"ENSG00000268455",1595
"ENSG00000240231",252
"ENSG00000269320",540
"ENSG00000196172",6497
"ENSG00000233836",1931
"ENSG00000269662",554
"ENSG00000267924",2291
"ENSG00000277493",175
"ENSG00000287399",2075
"ENSG00000269289",2342
"ENSG00000269397",1500
"ENSG00000269421",954
"ENSG00000267190",424
"ENSG00000011590",2739
"ENSG00000268067",283
"ENSG00000268407",202
"ENSG00000198300",9769
"ENSG00000268654",2038
"ENSG00000274777",137
"ENSG00000269699",3068
"ENSG00000276071",1303
"ENSG00000189042",4736
"ENSG00000272333",10807
"ENSG00000278897",2271
"ENSG00000196646",5578
"ENSG00000004777",5260
"ENSG00000167378",9870
"ENSG00000124444",3481
"ENSG00000226763",2699
"ENSG00000062822",4934
"ENSG00000169136",2892
"ENSG00000095059",2984
"ENSG00000104885",11488
"ENSG00000267122",2738
"ENSG00000104886",4655
"ENSG00000221411",88
"ENSG00000284129",98
"ENSG00000104897",2790
"ENSG00000104899",2587
"ENSG00000284272",80
"ENSG00000277759",87
"ENSG00000213921",901
"ENSG00000276445",584
"ENSG00000105202",2138
"ENSG00000223547",6588
"ENSG00000129933",10996
"ENSG00000257446",1756
"ENSG00000237247",778
"ENSG00000205718",774
"ENSG00000230522",793
"ENSG00000130544",5759
"ENSG00000167414",496
"ENSG00000197013",7571
"ENSG00000160321",11907
"ENSG00000053501",2431
"ENSG00000180739",2803
"ENSG00000142515",4639
"ENSG00000178980",5156
"ENSG00000188227",12007
"ENSG00000105323",6691
"ENSG00000167562",6294
"ENSG00000198046",8804
"ENSG00000105198",686
"ENSG00000169393",1142
"ENSG00000126464",7554
"ENSG00000197128",6096
"ENSG00000171970",2225
"ENSG00000177045",3582
"ENSG00000161298",11319
"ENSG00000197020",6555
"ENSG00000007047",6656
"ENSG00000186994",3214
"ENSG00000204514",13421
"ENSG00000105472",1424
"ENSG00000160460",11766
"ENSG00000105136",8009
"ENSG00000213967",6034
"ENSG00000188171",6835
"ENSG00000130518",9144
"ENSG00000213973",7861
"ENSG00000115286",7456
"ENSG00000087088",2587
"ENSG00000204869",4277
"ENSG00000267922",332
"ENSG00000269729",849
"ENSG00000268621",3336
"ENSG00000268879",360
"ENSG00000268460",7133
"ENSG00000269637",498
"ENSG00000269745",258
"ENSG00000188293",779
"ENSG00000277748",286
"ENSG00000269445",570
"ENSG00000182315",1114
"ENSG00000196218",16282
"ENSG00000224420",788
"ENSG00000161681",10491
"ENSG00000181733",1755
"ENSG00000170923",3015
"ENSG00000176695",3265
"ENSG00000204866",2430
"ENSG00000187135",2065
"ENSG00000141854",2342
"ENSG00000105737",5722
"ENSG00000072071",8487
"ENSG00000132017",2944
"ENSG00000269526",2203
"ENSG00000077009",1175
"ENSG00000173572",3580
"ENSG00000182566",1720
"ENSG00000268764",328
"ENSG00000011332",4800
"ENSG00000099337",6168
"ENSG00000187556",1101
"ENSG00000132016",3840
"ENSG00000130270",7014
"ENSG00000131943",5327
"ENSG00000197110",990
"ENSG00000269427",533
"ENSG00000214046",5104
"ENSG00000269044",1473
"ENSG00000267904",546
"ENSG00000072954",2987
"ENSG00000099822",3420
"ENSG00000267036",871
"ENSG00000099821",5060
"ENSG00000261204",433
"ENSG00000070388",2780
"ENSG00000070423",3452
"ENSG00000267666",3319
"ENSG00000070404",3033
"ENSG00000279807",508
"ENSG00000273733",491
"ENSG00000130167",1559
"ENSG00000105514",4384
"ENSG00000267576",906
"ENSG00000105246",1256
"ENSG00000280247",1020
"ENSG00000132003",4754
"ENSG00000089847",4522
"ENSG00000288920",12195
"ENSG00000130309",6108
"ENSG00000267550",346
"ENSG00000239524",400
"ENSG00000274447",450
"ENSG00000125650",3911
"ENSG00000088247",5162
"ENSG00000105520",3273
"ENSG00000264910",280
"ENSG00000130726",4306
"ENSG00000275924",92
"ENSG00000130725",1743
"ENSG00000130724",3654
"ENSG00000167676",6505
"ENSG00000063169",7496
"ENSG00000126243",5115
"ENSG00000267786",500
"ENSG00000267113",262
"ENSG00000267388",600
"ENSG00000205138",1125
"ENSG00000181392",2548
"ENSG00000248101",1130
"ENSG00000028277",9072
"ENSG00000239382",4293
"ENSG00000130159",6294
"ENSG00000077348",3712
"ENSG00000183019",1449
"ENSG00000142459",6267
"ENSG00000066044",6962
"ENSG00000130477",11180
"ENSG00000269752",419
"ENSG00000279300",892
"ENSG00000130479",4933
"ENSG00000268112",217
"ENSG00000179913",2769
"ENSG00000248099",923
"ENSG00000130513",2087
"ENSG00000268199",599
"ENSG00000105656",4918
"ENSG00000279262",528
"ENSG00000280121",531
"ENSG00000105642",4268
"ENSG00000183647",6096
"ENSG00000166704",7612
"ENSG00000186017",6481
"ENSG00000197647",3096
"ENSG00000131126",1597
"ENSG00000124466",2467
"ENSG00000176531",4553
"ENSG00000105755",1590
"ENSG00000176472",3238
"ENSG00000134815",5662
"ENSG00000105419",5126
"ENSG00000118160",5271
"ENSG00000287896",2157
"ENSG00000118162",2115
"ENSG00000105402",5690
"ENSG00000279861",1882
"ENSG00000118156",4904
"ENSG00000276588",299
"ENSG00000179168",2445
"ENSG00000267090",297
"ENSG00000188766",5864
"ENSG00000189190",7228
"ENSG00000182986",11302
"ENSG00000268480",5135
"ENSG00000179846",5051
"ENSG00000228674",493
"ENSG00000167754",1653
"ENSG00000269495",959
"ENSG00000167755",1976
"ENSG00000279676",585
"ENSG00000169035",2448
"ENSG00000179134",8220
"ENSG00000125734",3190
"ENSG00000254415",5181
"ENSG00000105261",755
"ENSG00000126251",1724
"ENSG00000099625",4591
"ENSG00000213793",4435
"ENSG00000170909",2069
"ENSG00000130244",4640
"ENSG00000161888",2839
"ENSG00000167749",2004
"ENSG00000267879",3266
"ENSG00000269741",1933
"ENSG00000288731",256
"ENSG00000267605",3466
"ENSG00000264515",3747
"ENSG00000289254",449
"ENSG00000288919",1359
"ENSG00000288790",1060
"ENSG00000231412",721
"ENSG00000289333",389
"ENSG00000289115",281
"ENSG00000289030",763
"ENSG00000267262",739
"ENSG00000267698",802
"ENSG00000186019",6056
"ENSG00000289330",463
"ENSG00000288827",870
"ENSG00000269416",4125
"ENSG00000288815",828
"ENSG00000288770",540
"ENSG00000130669",7101
"ENSG00000167618",1044
"ENSG00000213016",309
"ENSG00000235181",287
"ENSG00000239998",5349
"ENSG00000269271",847
"ENSG00000104974",3878
"ENSG00000238094",319
"ENSG00000104972",5502
"ENSG00000224730",554
"ENSG00000277636",75
"ENSG00000242856",910
"ENSG00000237323",146
"ENSG00000225370",579
"ENSG00000186152",1370
"ENSG00000228790",284
"ENSG00000170858",2127
"ENSG00000242019",1824
"ENSG00000215765",1294
"ENSG00000243772",1592
"ENSG00000242473",1331
"ENSG00000125498",1692
"ENSG00000264257",628
"ENSG00000167633",1871
"ENSG00000240403",1877
"ENSG00000199308",107
"ENSG00000186431",3327
"ENSG00000268734",748
"ENSG00000186818",6328
"ENSG00000105185",2132
"ENSG00000105186",7849
"ENSG00000201388",133
"ENSG00000242325",398
"ENSG00000242436",293
"ENSG00000267557",573
"ENSG00000186326",2453
"ENSG00000213965",3103
"ENSG00000267567",516
"ENSG00000173809",7026
"ENSG00000267245",364
"ENSG00000021488",2598
"ENSG00000267555",435
"ENSG00000201967",293
"ENSG00000223060",95
"ENSG00000179709",3934
"ENSG00000171487",4020
"ENSG00000197213",1838
"ENSG00000268889",698
"ENSG00000213822",1908
"ENSG00000269553",435
"ENSG00000284034",115
"ENSG00000126266",5597
"ENSG00000276980",1357
"ENSG00000125730",11577
"ENSG00000224910",1516
"ENSG00000267626",568
"ENSG00000249115",5090
"ENSG00000126254",2206
"ENSG00000105672",2152
"ENSG00000126267",1369
"ENSG00000105668",1363
"ENSG00000226510",808
"ENSG00000102575",4351
"ENSG00000278617",81
"ENSG00000129455",1865
"ENSG00000175221",4222
"ENSG00000207507",107
"ENSG00000172232",1782
"ENSG00000196415",1107
"ENSG00000268500",2993
"ENSG00000174562",3117
"ENSG00000167595",7412
"ENSG00000267631",870
"ENSG00000225950",2343
"ENSG00000105251",2144
"ENSG00000167664",1267
"ENSG00000105255",3113
"ENSG00000178297",4350
"ENSG00000129951",2719
"ENSG00000198858",2957
"ENSG00000116014",1670
"ENSG00000267159",328
"ENSG00000197561",1028
"ENSG00000259242",937
"ENSG00000089639",3730
"ENSG00000105726",8359
"ENSG00000181896",6560
"ENSG00000271283",207
"ENSG00000270402",617
"ENSG00000105708",2963
"ENSG00000064547",2975
"ENSG00000125744",3227
"ENSG00000213889",2604
"ENSG00000125741",9619
"ENSG00000177464",3149
"ENSG00000284544",94
"ENSG00000018869",3341
"ENSG00000196605",5916
"ENSG00000197766",1818
"ENSG00000105639",8369
"ENSG00000105640",3493
"ENSG00000207166",133
"ENSG00000279617",433
"ENSG00000105641",3680
"ENSG00000142405",4959
"ENSG00000289102",1554
"ENSG00000288953",1308
"ENSG00000269825",4220
"ENSG00000197857",10467
"ENSG00000189430",1895
"ENSG00000275012",130
"ENSG00000022556",6313
"ENSG00000243494",307
"ENSG00000267265",2554
"ENSG00000088053",2703
"ENSG00000267149",1271
"ENSG00000160439",8602
"ENSG00000189013",1648
"ENSG00000268238",330
"ENSG00000124440",8375
"ENSG00000199796",108
"ENSG00000269124",472
"ENSG00000011485",7089
"ENSG00000268810",448
"ENSG00000169515",3236
"ENSG00000189348",1827
"ENSG00000180532",2246
"ENSG00000268536",627
"ENSG00000141965",9540
"ENSG00000269604",3572
"ENSG00000127666",2684
"ENSG00000267484",511
"ENSG00000105355",2739
"ENSG00000205784",1667
"ENSG00000276043",5145
"ENSG00000267059",1002
"ENSG00000127540",2137
"ENSG00000263409",54
"ENSG00000252933",104
"ENSG00000171124",3106
"ENSG00000289539",972
"ENSG00000240626",262
"ENSG00000277013",2042
"ENSG00000166359",1845
"ENSG00000289378",1103
"ENSG00000130881",5346
"ENSG00000267054",375
"ENSG00000273420",511
"ENSG00000130876",3111
"ENSG00000267714",2627
"ENSG00000270212",569
"ENSG00000267580",659
"ENSG00000267727",482
"ENSG00000267296",2198
"ENSG00000267130",404
"ENSG00000243864",803
"ENSG00000266899",952
"ENSG00000153879",4056
"ENSG00000266985",1389
"ENSG00000232429",483
"ENSG00000104904",3436
"ENSG00000273734",1268
"ENSG00000188305",2564
"ENSG00000288156",2609
"ENSG00000220008",4940
"ENSG00000250799",2731
"ENSG00000229833",2169
"ENSG00000076944",6071
"ENSG00000124299",9517
"ENSG00000177558",1194
"ENSG00000262497",713
"ENSG00000271366",618
"ENSG00000268947",1016
"ENSG00000288942",219
"ENSG00000105698",4968
"ENSG00000105697",2862
"ENSG00000105695",2960
"ENSG00000105699",2916
"ENSG00000268034",747
"ENSG00000269800",894
"ENSG00000268355",969
"ENSG00000268027",1440
"ENSG00000007129",1977
"ENSG00000280014",707
"ENSG00000269266",302
"ENSG00000105352",1320
"ENSG00000268997",331
"ENSG00000269354",255
"ENSG00000268582",288
"ENSG00000007306",2653
"ENSG00000105388",3986
"ENSG00000267881",277
"ENSG00000086548",2956
"ENSG00000268833",567
"ENSG00000170956",2931
"ENSG00000269119",947
"ENSG00000278239",2265
"ENSG00000273111",2165
"ENSG00000142025",3389
"ENSG00000105372",3461
"ENSG00000276926",72
"ENSG00000268041",2012
"ENSG00000105404",1930
"ENSG00000285505",3536
"ENSG00000105409",5983
"ENSG00000105369",1344
"ENSG00000289748",540
"ENSG00000126453",2833
"ENSG00000259108",902
"ENSG00000105612",3834
"ENSG00000267277",687
"ENSG00000202357",109
"ENSG00000274713",79
"ENSG00000244080",284
"ENSG00000130165",4167
"ENSG00000105392",5991
"ENSG00000178928",2107
"ENSG00000130475",7319
"ENSG00000072062",7330
"ENSG00000289762",153
"ENSG00000276030",381
"ENSG00000268442",1115
"ENSG00000171051",2583
"ENSG00000105397",8520
"ENSG00000251369",6960
"ENSG00000259009",1127
"ENSG00000105398",1904
"ENSG00000188493",3736
"ENSG00000077312",2353
"ENSG00000261857",1160
"ENSG00000086544",3376
"ENSG00000167807",2090
"ENSG00000268400",2223
"ENSG00000105613",7381
"ENSG00000105499",6613
"ENSG00000269420",873
"ENSG00000269534",1009
"ENSG00000269321",359
"ENSG00000185453",3763
"ENSG00000105483",13219
"ENSG00000280353",1614
"ENSG00000268583",2175
"ENSG00000268001",1969
"ENSG00000268186",437
"ENSG00000178150",3014
"ENSG00000142227",1645
"ENSG00000105486",11348
"ENSG00000172081",4145
"ENSG00000099840",2770
"ENSG00000239988",367
"ENSG00000131944",2735
"ENSG00000127530",12208
"ENSG00000115257",3792
"ENSG00000142396",6117
"ENSG00000105650",7196
"ENSG00000204532",1929
"ENSG00000234465",4569
"ENSG00000186838",1682
"ENSG00000179873",4312
"ENSG00000228567",1048
"ENSG00000284638",1182
"ENSG00000160007",17353
"ENSG00000130751",2565
"ENSG00000130748",655
"ENSG00000130749",6526
"ENSG00000142230",3742
"ENSG00000105327",3185
"ENSG00000265134",80
"ENSG00000284411",76
"ENSG00000286669",628
"ENSG00000105321",3781
"ENSG00000257704",839
"ENSG00000267858",3920
"ENSG00000226696",2136
"ENSG00000267530",1720
"ENSG00000160877",5007
"ENSG00000099341",4313
"ENSG00000065000",9317
"ENSG00000130812",2063
"ENSG00000104856",2997
"ENSG00000104859",4926
"ENSG00000207003",104
"ENSG00000170684",1634
"ENSG00000267348",3489
"ENSG00000142252",1909
"ENSG00000267346",462
"ENSG00000104946",4492
"ENSG00000213024",6021
"ENSG00000161652",1597
"ENSG00000276002",280
"ENSG00000063244",4040
"ENSG00000130758",4884
"ENSG00000174521",2327
"ENSG00000105219",2046
"ENSG00000105221",15902
"ENSG00000205041",1462
"ENSG00000207631",99
"ENSG00000206674",107
"ENSG00000160392",4886
"ENSG00000207281",106
"ENSG00000206925",113
"ENSG00000279759",4765
"ENSG00000090013",1613
"ENSG00000088038",6821
"ENSG00000205790",3071
"ENSG00000287884",1875
"ENSG00000207630",110
"ENSG00000289845",750
"ENSG00000253392",2792
"ENSG00000267147",926
"ENSG00000268081",757
"ENSG00000269072",2152
"ENSG00000267383",10129
"ENSG00000225872",4638
"ENSG00000267339",8149
"ENSG00000289915",757
"ENSG00000289428",895
"ENSG00000289246",526
"ENSG00000272473",1650
"ENSG00000269696",2912
"ENSG00000286125",20712
"ENSG00000289297",577
"ENSG00000267575",14163
"ENSG00000268119",6224
"ENSG00000289985",1165
"ENSG00000289543",955
"ENSG00000268038",2031
"ENSG00000267475",958
"ENSG00000213904",4991
"ENSG00000290008",174
"ENSG00000277383",809
"ENSG00000267751",1580
"ENSG00000288837",570
"ENSG00000290058",489
"ENSG00000266983",1476
"ENSG00000283103",4585
"ENSG00000268516",2883
"ENSG00000290068",446
"ENSG00000290070",424
"ENSG00000289255",423
"ENSG00000267107",8213
"ENSG00000242779",7567
"ENSG00000166770",12171
"ENSG00000176840",2506
"ENSG00000232677",12167
"ENSG00000289471",383
"ENSG00000261824",33198
"ENSG00000167747",3273
"ENSG00000279529",2793
"ENSG00000268061",2696
"ENSG00000254887",1184
"ENSG00000290088",494
"ENSG00000267053",4470
"ENSG00000176593",9172
"ENSG00000288830",806
"ENSG00000130816",15379
"ENSG00000130158",12478
"ENSG00000267082",569
"ENSG00000267174",1665
"ENSG00000099617",2424
"ENSG00000185761",3621
"ENSG00000142556",5623
"ENSG00000256087",5986
"ENSG00000275055",1392
"ENSG00000260160",675
"ENSG00000197608",4288
"ENSG00000270248",409
"ENSG00000204611",4907
"ENSG00000267827",599
"ENSG00000268458",332
"ENSG00000243680",294
"ENSG00000196267",4718
"ENSG00000267927",578
"ENSG00000274380",79
"ENSG00000268015",1121
"ENSG00000277562",676
"ENSG00000207265",112
"ENSG00000196214",7319
"ENSG00000208002",97
"ENSG00000269102",447
"ENSG00000198464",4844
"ENSG00000269535",1905
"ENSG00000167554",3548
"ENSG00000221923",3719
"ENSG00000269834",5796
"ENSG00000277977",97
"ENSG00000167555",8530
"ENSG00000269776",340
"ENSG00000198633",6371
"ENSG00000288253",5257
"ENSG00000105568",10346
"ENSG00000271049",874
"ENSG00000252230",86
"ENSG00000268683",413
"ENSG00000279971",1459
"ENSG00000269811",409
"ENSG00000279329",1865
"ENSG00000089335",5032
"ENSG00000274104",1204
"ENSG00000153896",6799
"ENSG00000270281",610
"ENSG00000267767",2709
"ENSG00000270876",1094
"ENSG00000227392",4862
"ENSG00000275540",1440
"ENSG00000286080",2363
"ENSG00000271499",1927
"ENSG00000266904",4334
"ENSG00000287533",1092
"ENSG00000267581",609
"ENSG00000267693",259
"ENSG00000081665",9537
"ENSG00000267481",921
"ENSG00000270325",553
"ENSG00000256771",3630
"ENSG00000270270",577
"ENSG00000267565",403
"ENSG00000273791",555
"ENSG00000274800",616
"ENSG00000266916",1405
"ENSG00000120784",7708
"ENSG00000161551",11744
"ENSG00000269235",5469
"ENSG00000272395",1637
"ENSG00000290031",430
"ENSG00000269246",257
"ENSG00000221957",1608
"ENSG00000269794",1213
"ENSG00000182318",4654
"ENSG00000277588",64
"ENSG00000121410",3999
"ENSG00000268230",4151
"ENSG00000268895",3374
"ENSG00000279611",926
"ENSG00000174586",3897
"ENSG00000268049",1154
"ENSG00000269054",1835
"ENSG00000252211",125
"ENSG00000152475",2046
"ENSG00000083845",3617
"ENSG00000266640",89
"ENSG00000269855",1424
"ENSG00000268307",459
"ENSG00000171574",7649
"ENSG00000232098",3417
"ENSG00000268543",495
"ENSG00000268912",2517
"ENSG00000131849",3660
"ENSG00000269473",5402
"ENSG00000249471",4035
"ENSG00000083812",5653
"ENSG00000083838",4768
"ENSG00000269106",409
"ENSG00000083807",8025
"ENSG00000252334",95
"ENSG00000265272",279
"ENSG00000273901",633
"ENSG00000119574",3006
"ENSG00000267392",1339
"ENSG00000205396",4140
"ENSG00000280412",572
"ENSG00000167459",3613
"ENSG00000267609",1762
"ENSG00000277766",536
"ENSG00000142002",11114
"ENSG00000283758",702
"ENSG00000286024",704
"ENSG00000087074",3433
"ENSG00000161643",3876
"ENSG00000286138",1693
"ENSG00000104976",2315
"ENSG00000099308",7249
"ENSG00000287001",2058
"ENSG00000105357",10396
"ENSG00000289950",309
"ENSG00000105664",3092
"ENSG00000005007",8934
"ENSG00000267106",15708
"ENSG00000105088",2463
"ENSG00000227349",496
"ENSG00000243130",4994
"ENSG00000236932",580
"ENSG00000242221",2833
"ENSG00000230529",513
"ENSG00000221826",3398
"ENSG00000124467",3953
"ENSG00000238092",574
"ENSG00000225877",2321
"ENSG00000231924",4961
"ENSG00000105443",9333
"ENSG00000071564",6368
"ENSG00000130402",6125
"ENSG00000196961",8714
"ENSG00000267450",761
"ENSG00000267517",396
"ENSG00000167460",12375
"ENSG00000279198",3104
"ENSG00000267373",367
"ENSG00000167461",4931
"ENSG00000269243",3927
"ENSG00000267310",938
"ENSG00000290363",1788
"ENSG00000281379",211
"ENSG00000290384",563
"ENSG00000267343",1494
"ENSG00000290463",1540
"ENSG00000268834",970
"ENSG00000290507",1158
"ENSG00000269332",1937
"ENSG00000290587",2033
"ENSG00000267623",1060
"ENSG00000290593",583
"ENSG00000269516",1579
"ENSG00000290595",175
"ENSG00000268153",384
"ENSG00000290598",1831
"ENSG00000283269",1674
"ENSG00000290606",1055
"ENSG00000283525",1703
"ENSG00000290609",1543
"ENSG00000130612",1003
"ENSG00000290611",3913
"ENSG00000172148",930
"ENSG00000290701",1219
"ENSG00000225980",844
"ENSG00000240225",1305
"ENSG00000290720",4690
"ENSG00000123870",1920
"ENSG00000225868",2982
"ENSG00000283251",953
"ENSG00000268864",1356
"ENSG00000214189",1994
